Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,salary
2447,Corliss Williamson,188.0,86.0,Oklahoma State University,1970.0,Twiggs,Georgia,241798.0
2448,George Zidek,213.0,113.0,"University of California, Los Angeles",1973.0,Zlin,Czech Republic,173669.0
2449,Shareef Abdur-Rahim,206.0,102.0,University of California,1976.0,Marietta,Georgia,162769.0
2450,Ray Allen,203.0,99.0,Florida State University,1965.0,Milton,Florida,110448.0
2451,Shandon Anderson,198.0,94.0,University of Georgia,1973.0,Atlanta,Georgia,124622.0
2452,Dexter Boney,193.0,83.0,"University of Nevada, Las Vegas",1970.0,Wilmington,Delaware,113079.0
2453,Bruce Bowen,201.0,83.0,"California State University, Fullerton",1971.0,Merced,California,140880.0
2454,Mark Bradtke,208.0,120.0,,1968.0,Adelaide,Australia,152985.0
2455,Marcus Brown,190.0,83.0,Murray State University,1974.0,West Memphis,Arkansas,105212.0
2456,Kobe Bryant,198.0,96.0,,1978.0,Philadelphia,Pennsylvania,96418.0
2457,Marcus Camby,211.0,99.0,University of Massachusetts Amherst,1974.0,Hartford,Connecticut,201787.0
2458,Jimmy Carruth,208.0,120.0,Virginia Polytechnic Institute and State University,1969.0,El Paso,Texas,159195.0
2459,Erick Dampier,211.0,120.0,Mississippi State University,1975.0,Jackson,Mississippi,162394.0
2460,Ben Davis,206.0,108.0,University of Arizona,1972.0,Vero Beach,Florida,51505.0
2461,Emanual Davis,193.0,88.0,Delaware State University,1968.0,Philadelphia,Pennsylvania,43916.0
2462,Tony Delk,185.0,85.0,University of Kentucky,1974.0,Covington,Tennessee,159030.0
2463,Aleksandar Djordjevic,188.0,89.0,,1967.0,Belgrade,Serbia,126749.0
2464,Nate Driggers,196.0,97.0,University of Montevallo,1973.0,Chicago,Illinois,40585.0
2465,Brian Evans,203.0,99.0,Indiana University,1973.0,Rockford,Illinois,159392.0
2466,Jamie Feick,206.0,115.0,Michigan State University,1974.0,Lexington,Ohio,222046.0
2467,Derek Fisher,185.0,90.0,University of Arkansas at Little Rock,1974.0,Little Rock,Arkansas,218520.0
2468,Todd Fuller,193.0,81.0,Pepperdine University,1958.0,Detroit,Michigan,94291.0
2469,Dean Garrett,208.0,102.0,Indiana University,1966.0,Los Angeles,California,185318.0
2470,Reggie Geary,188.0,84.0,University of Arizona,1973.0,Trenton,New Jersey,44054.0
2471,Devin Gray,201.0,108.0,Clemson University,1972.0,Baltimore,Maryland,220322.0
2472,Evric Gray,201.0,106.0,"University of Nevada, Las Vegas",1969.0,Bloomington,California,129921.0
2473,Darvin Ham,201.0,99.0,Texas Tech University,1973.0,Saginaw,Michigan,143139.0
2474,Steve Hamer,213.0,111.0,University of Tennessee,1973.0,Memphis,Tennessee,240593.0
2475,Othella Harrington,206.0,106.0,Georgetown University,1974.0,Jackson,Mississippi,89153.0
2476,Michael Hawkins,183.0,80.0,Xavier University,1972.0,Canton,Ohio,101579.0
2477,Shane Heal,183.0,81.0,,1970.0,Melbourne,Australia,31427.0
2478,Mark Hendrickson,206.0,99.0,Washington State University,1974.0,Mount Vernon,Washington,29899.0
2479,Allen Iverson*,183.0,74.0,Georgetown University,1975.0,Hampton,Virginia,197550.0
2480,Kerry Kittles,196.0,81.0,Villanova University,1974.0,Dayton,Ohio,187541.0
2481,Travis Knight,213.0,106.0,University of Connecticut,1974.0,Salt Lake City,Utah,130503.0
2482,Priest Lauderdale,224.0,147.0,Central State University,1973.0,Chicago,Illinois,15898.0
2483,Randy Livingston,193.0,94.0,Louisiana State University,1975.0,New Orleans,Louisiana,151011.0
2484,Horacio Llamas,211.0,129.0,Grand Canyon University,1973.0,El Rosario,Mexico,113564.0
2485,Matt Maloney,190.0,87.0,University of Pennsylvania,1971.0,Silver Spring,Maryland,123798.0
2486,Stephon Marbury,188.0,81.0,Georgia Institute of Technology,1977.0,Brooklyn,New York,238339.0
2487,Walter McCarty,208.0,104.0,University of Kentucky,1974.0,Evansville,Indiana,82150.0
2488,Amal McCaskill,211.0,106.0,Marquette University,1973.0,Maywood,Illinois,216591.0
2489,Jeff McInnis,193.0,86.0,University of North Carolina,1974.0,Charlotte,North Carolina,58871.0
2490,Martin Muursepp,206.0,106.0,,1974.0,Tallinn,Estonia,204405.0
2491,Steve Nash,190.0,88.0,Santa Clara University,1974.0,Johannesburg,South Africa,104936.0
2492,Ruben Nembhard,190.0,94.0,Weber State University,1972.0,Bronx,New York,137696.0
2493,Gaylon Nickerson,190.0,86.0,Northwestern Oklahoma State University,1969.0,Osecola,Arkansas,97260.0
2494,Moochie Norris,185.0,79.0,University of West Florida,1973.0,Washington,District of Columbia,172473.0
2495,Jermaine O'Neal,211.0,102.0,,1978.0,Columbia,South Carolina,218464.0
2496,Ray Owes,206.0,101.0,University of Arizona,1972.0,San Bernardino,California,146877.0
2497,Vitaly Potapenko,208.0,127.0,Wright State University,1975.0,Kiev,Ukraine,64772.0
2498,Chris Robinson,196.0,90.0,Western Kentucky University,1974.0,Columbus,Georgia,113849.0
2499,Roy Rogers,201.0,106.0,Wake Forest University,1971.0,Durham,North Carolina,139392.0
2500,Malik Rose,201.0,113.0,Drexel University,1974.0,Philadelphia,Pennsylvania,218210.0
2501,Kevin Salvadori,213.0,104.0,University of North Carolina,1970.0,Wheeling,West Virginia,53313.0
2502,Jason Sasser,201.0,102.0,Texas Tech University,1974.0,Denton,Texas,215249.0
2503,Brent Scott,208.0,113.0,Rice University,1971.0,Jackson,Michigan,196697.0
2504,James Scott,198.0,81.0,St. John's University,1972.0,Paterson,New Jersey,69680.0
2505,Shawnelle Scott,208.0,113.0,St. John's University,1972.0,New York,New York,195378.0
2506,Stevin Smith,201.0,90.0,Michigan State University,1969.0,Highland Park,Michigan,175142.0
2507,Matt Steigenga,201.0,102.0,Michigan State University,1970.0,Grand Rapids,Michigan,60064.0
2508,Joe Stephens,201.0,95.0,University of Arkansas at Little Rock,1973.0,Riverside,California,174328.0
2509,Erick Strickland,190.0,95.0,University of Nebraska,1973.0,Opelika,Alabama,220601.0
2510,Brett Szabo,211.0,104.0,Augustana College (SD),1968.0,Postville,Iowa,240207.0
2511,Antoine Walker,193.0,86.0,Niagara University,1955.0,Long Island City,New York,40763.0
2512,Samaki Walker,206.0,108.0,University of Louisville,1976.0,Columbus,Ohio,149770.0
2513,Ben Wallace,206.0,108.0,Virginia Union University,1974.0,White Hall,Alabama,81055.0
2514,John Wallace,203.0,102.0,Syracuse University,1974.0,Rochester,New York,31966.0
2515,Donald Whiteside,178.0,72.0,Northern Illinois University,1969.0,Chicago,Illinois,195246.0
2516,Jerome Williams,206.0,93.0,Georgetown University,1973.0,Washington,District of Columbia,142774.0
2517,Lorenzen Wright,188.0,92.0,Colorado State University,1945.0,Newark,New Jersey,151299.0
2518,Tariq Abdul-Wahad,198.0,101.0,San Jose State University,1974.0,Maisons Alfort,France,107213.0
2519,Derek Anderson,196.0,87.0,University of Kentucky,1974.0,Louisville,Kentucky,224239.0
2520,Chris Anstey,213.0,112.0,,1975.0,Melbourne,Australia,107784.0
2521,Drew Barry,196.0,86.0,Georgia Institute of Technology,1973.0,Oakland,California,151547.0
2522,Tony Battie,211.0,104.0,Texas Tech University,1976.0,Dallas,Texas,139340.0
2523,Chauncey Billups,190.0,91.0,University of Colorado,1976.0,Denver,Colorado,96619.0
2524,Etdrick Bohannon,206.0,99.0,Auburn University at Montgomery,1973.0,San Bernardino,California,84653.0
2525,Keith Booth,198.0,102.0,University of Maryland,1974.0,Baltimore,Maryland,131685.0
2526,Rick Brunson,193.0,86.0,Temple University,1972.0,Syracuse,New York,182270.0
2527,Kelvin Cato,211.0,115.0,Iowa State University,1974.0,Atlanta,Georgia,92561.0
2528,Keith Closs,221.0,96.0,Central Connecticut State University,1976.0,Hartford,Connecticut,21886.0
2529,James Collins,193.0,88.0,Florida State University,1973.0,Jacksonville,Florida,94677.0
2530,James Cotton,201.0,90.0,University of Wyoming,1924.0,Miles City,Montana,25256.0
2531,Chris Crawford,206.0,106.0,Marquette University,1975.0,Kalamazoo,Michigan,73157.0
2532,Austin Croshere,206.0,106.0,Providence College,1975.0,Los Angeles,California,228933.0
2533,William Cunningham,211.0,113.0,Temple University,1974.0,Augusta,Georgia,167941.0
2534,Antonio Daniels,193.0,88.0,Bowling Green State University,1975.0,Columbus,Ohio,23517.0
2535,Tim Duncan,211.0,113.0,Wake Forest University,1976.0,St. Croix,U.S. Virgin Islands,49489.0
2536,Tony Farmer,206.0,110.0,University of Nebraska,1970.0,Los Angeles,California,174210.0
2537,Danny Fortson,201.0,117.0,University of Cincinnati,1976.0,Philadelphia,Pennsylvania,144818.0
2538,Adonal Foyle,208.0,113.0,Colgate University,1975.0,Canouan,Saint Vincent and the Grenadines,217877.0
2539,Lawrence Funderburke,206.0,104.0,Ohio State University,1970.0,Columbus,Ohio,167547.0
2540,Chris Garner,178.0,70.0,University of Memphis,1975.0,Memphis,Tennessee,137820.0
2541,Kiwane Garris,188.0,83.0,University of Illinois at Urbana-Champaign,1974.0,Chicago,Illinois,246363.0
2542,Ed Gray,190.0,95.0,University of California,1975.0,Riverside,California,56741.0
2543,Derek Grimm,206.0,104.0,University of Missouri,1974.0,Peoria,Illinois,88707.0
2544,Reggie Hanson,203.0,88.0,University of Kentucky,1968.0,Charlotte,North Carolina,79605.0
2545,Jerald Honeycutt,206.0,111.0,Tulane University,1974.0,Shreveport,Louisiana,169864.0
2546,Troy Hudson,185.0,77.0,Southern Illinois University,1976.0,Carbondale,Illinois,41028.0
2547,Zydrunas Ilgauskas,221.0,107.0,,1975.0,Kaunas,Lithuania,36705.0
2548,Bobby Jackson,185.0,83.0,University of Minnesota,1973.0,East Spencer,North Carolina,234736.0
2549,Anthony Johnson,196.0,97.0,University of Portland,1932.0,Los Angeles,California,203010.0
2550,Dontae' Jones,203.0,99.0,Mississippi State University,1975.0,Nashville,Tennessee,49699.0
2551,Brevin Knight,178.0,78.0,Stanford University,1975.0,Livingston,New Jersey,192654.0
2552,Rusty LaRue,188.0,95.0,Wake Forest University,1973.0,Winston-Salem,North Carolina,228002.0
2553,Jason Lawson,211.0,108.0,Villanova University,1974.0,Philadelphia,Pennsylvania,146981.0
2554,Michael McDonald,208.0,105.0,University of New Orleans,1969.0,Longview,Texas,223710.0
2555,Tracy McGrady,203.0,95.0,,1979.0,Bartow,Florida,55763.0
2556,Ron Mercer,201.0,95.0,University of Kentucky,1976.0,Nashville,Tennessee,223265.0
2557,Marko Milic,198.0,106.0,,1977.0,Kranj,Slovenia,246249.0
2558,Jeff Nordgaard,201.0,102.0,University of Wisconsin-Green Bay,1973.0,Dawson,Minnesota,81405.0
2559,Charles O'Bannon,196.0,94.0,"University of California, Los Angeles",1975.0,Bellflower,California,130052.0
2560,Kevin Ollie,193.0,88.0,University of Connecticut,1972.0,Dallas,Texas,34979.0
2561,Anthony Parker,198.0,97.0,Bradley University,1975.0,Naperville,Illinois,110767.0
2562,Scot Pollard,211.0,120.0,University of Kansas,1975.0,Murray,Utah,148474.0
2563,Mark Pope,208.0,106.0,University of Kentucky,1972.0,Omaha,Nebraska,215978.0
2564,Rodrick Rhodes,198.0,102.0,University of Southern California,1973.0,Jersey City,New Jersey,123903.0
2565,Shea Seals,196.0,95.0,University of Tulsa,1975.0,Tulsa,Oklahoma,75151.0
2566,God Shammgod,183.0,76.0,Providence College,1976.0,New York,New York,113735.0
2567,Kebu Stewart,203.0,108.0,"California State University, Bakersfield",1973.0,Brooklyn,New York,36677.0
2568,Michael Stewart,208.0,104.0,University of California,1975.0,Cucq-Trepied-Stella-Plage,France,156183.0
2569,Ed Stokes,213.0,119.0,University of Arizona,1971.0,Syracuse,New York,85985.0
2570,Johnny Taylor,206.0,99.0,University of Tennessee at Chattanooga,1974.0,Chattanooga,Tennessee,65373.0
2571,Maurice Taylor,206.0,117.0,University of Michigan,1976.0,Detroit,Michigan,245713.0
2572,John Thomas,198.0,92.0,Marquette University,1948.0,Canton,Georgia,181329.0
2573,Tim Thomas,208.0,104.0,Villanova University,1977.0,Paterson,New Jersey,50932.0
2574,Keith Van,208.0,104.0,,1977.0,,,22560.0
2575,Jacque Vaughn,185.0,86.0,University of Kansas,1975.0,Los Angeles,California,162839.0
2576,Eric Washington,193.0,86.0,University of Alabama,1974.0,Pearl,Mississippi,200660.0
2577,Bubba Wells,196.0,104.0,Austin Peay State University,1974.0,Russellville,Kentucky,42406.0
2578,DeJuan Wheat,183.0,74.0,University of Louisville,1973.0,Louisville,Kentucky,176071.0
2579,Alvin Williams,198.0,90.0,Drake University,1948.0,,,191562.0
2580,Brandon Williams,198.0,97.0,Davidson College,1975.0,Collinston,Louisiana,203438.0
2581,Travis Williams,198.0,97.0,South Carolina State University,1969.0,Columbia,South Carolina,27763.0
2582,Peter Aluma,208.0,117.0,Liberty University,1973.0,Lagos,Nigeria,150228.0
2583,Toby Bailey,198.0,96.0,"University of California, Los Angeles",1975.0,Los Angeles,California,240979.0
2584,LaMark Baker,185.0,79.0,Ohio State University,1969.0,Dayton,Ohio,172300.0
2585,Corey Benjamin,198.0,90.0,Oregon State University,1978.0,Compton,California,242069.0
2586,Mike Bibby,185.0,86.0,University of Arizona,1978.0,Cherry Hill,New Jersey,33939.0
2587,Earl Boykins,165.0,61.0,Eastern Michigan University,1976.0,Cleveland,Ohio,214932.0
2588,Gerald Brown,198.0,86.0,Wayne State University,1935.0,,,214898.0
2589,Cory Carr,190.0,95.0,Texas Tech University,1975.0,Fordyce,Arkansas,211249.0
2590,Vince Carter,198.0,99.0,University of North Carolina,1977.0,Daytona Beach,Florida,86933.0
2591,Keon Clark,211.0,99.0,"University of Nevada, Las Vegas",1975.0,Danville,Illinois,54882.0
2592,Kornel David,206.0,106.0,,1971.0,Hungary,,117351.0
2593,Ricky Davis,198.0,88.0,University of Iowa,1979.0,Las Vegas,Nevada,93912.0
2594,Michael Dickerson,196.0,86.0,University of Arizona,1975.0,Greenville,South Carolina,100400.0
2595,Michael Doleac,211.0,118.0,University of Utah,1977.0,San Antonio,Texas,64430.0
2596,Bryce Drew,188.0,83.0,Valparaiso University,1974.0,Baton Rouge,Louisiana,80884.0
2597,Marlon Garnett,188.0,84.0,Santa Clara University,1975.0,Los Angeles,California,241082.0
2598,Pat Garrity,206.0,107.0,University of Notre Dame,1976.0,Las Vegas,Nevada,23660.0
2599,Paul Grant,213.0,111.0,University of Wisconsin,1974.0,Pittsburgh,Pennsylvania,182183.0
2600,Matt Harpring,201.0,104.0,Georgia Institute of Technology,1976.0,Cincinnati,Ohio,23208.0
2601,Al Harrington,206.0,104.0,,1980.0,Orange,New Jersey,51325.0
2602,J.R. Henderson,206.0,104.0,,1980.0,,,54886.0
2603,Larry Hughes,196.0,83.0,Saint Louis University,1979.0,St. Louis,Missouri,98563.0
2604,Randell Jackson,188.0,86.0,"University of California, Los Angeles",1962.0,Los Angeles,California,156412.0
2605,Sam Jacobson,193.0,97.0,University of Minnesota,1975.0,Cottage Grove,Minnesota,118193.0
2606,Jerome James,213.0,136.0,Florida Agricultural and Mechanical University,1975.0,Tampa,Florida,20535.0
2607,Antawn Jamison,203.0,101.0,University of North Carolina,1976.0,Shreveport,Louisiana,58111.0
2608,Damon Jones,190.0,83.0,University of Houston,1976.0,Galveston,Texas,194125.0
2609,Jonathan Kerner,211.0,111.0,East Carolina University,1974.0,Atlanta,Georgia,165379.0
2610,Gerard King,183.0,79.0,University of Charleston,1928.0,Charleston,West Virginia,230158.0
2611,Raef LaFrentz,211.0,108.0,University of Kansas,1976.0,Hampton,Iowa,157400.0
2612,Rashard Lewis,198.0,90.0,La Salle University,1963.0,Philadelphia,Pennsylvania,34669.0
2613,Felipe Lopez,196.0,90.0,St. John's University,1974.0,Santo Domingo,Dominican Republic,46700.0
2614,Tyronn Lue,183.0,79.0,University of Nebraska,1977.0,Mexico,Missouri,100032.0
2615,Sean Marks,208.0,113.0,University of California,1975.0,Auckland,New Zealand,46005.0
2616,Kelly McCarty,201.0,90.0,University of Southern Mississippi,1975.0,Chicago,Illinois,136172.0
2617,Jelani McCoy,208.0,111.0,"University of California, Los Angeles",1977.0,Oakland,California,162967.0
2618,Roshown McLeod,203.0,100.0,Duke University,1975.0,Jersey City,New Jersey,187016.0
2619,Brad Miller,211.0,110.0,Purdue University,1976.0,Fort Wayne,Indiana,131178.0
2620,Cuttino Mobley,193.0,86.0,University of Rhode Island,1975.0,Philadelphia,Pennsylvania,243841.0
2621,Nazr Mohammed,208.0,100.0,University of Kentucky,1977.0,Chicago,Illinois,100096.0
2622,Mikki Moore,211.0,102.0,University of Nebraska,1975.0,Orangeburg,South Carolina,170081.0
2623,Makhtar N'Diaye,203.0,111.0,University of North Carolina,1973.0,Dakar,Senegal,97836.0
2624,Tyrone Nesby,198.0,102.0,"University of Nevada, Las Vegas",1976.0,Cairo,Illinois,209188.0
2625,Rasho Nesterovic,213.0,112.0,,1976.0,Ljubljana,Slovenia,109354.0
2626,Dirk Nowitzki,213.0,111.0,,1978.0,Wurzburg,Germany,72525.0
2627,Michael Olowokandi,213.0,122.0,University of the Pacific,1975.0,Lagos,Nigeria,25740.0
2628,Andrae Patterson,206.0,107.0,Indiana University,1975.0,Riverside,California,213682.0
2629,Ruben Patterson,196.0,101.0,University of Cincinnati,1975.0,Cleveland,Ohio,235514.0
2630,Paul Pierce,201.0,106.0,University of Kansas,1977.0,Oakland,California,198258.0
2631,Casey Shaw,211.0,117.0,University of Toledo,1975.0,Lebanon,Ohio,119353.0
2632,Jeffrey Sheppard,190.0,86.0,University of Kentucky,1974.0,Marietta,Georgia,21364.0
2633,Miles Simon,190.0,91.0,University of Arizona,1975.0,Stockholm,Sweden,98803.0
2634,Alvin Sims,193.0,106.0,University of Louisville,1974.0,Paris,Kentucky,27050.0
2635,Brian Skinner,206.0,115.0,Baylor University,1976.0,Temple,Texas,209967.0
2636,Ryan Stack,211.0,97.0,University of South Carolina,1975.0,Nashville,Tennessee,19189.0
2637,Vladimir Stepania,213.0,107.0,,1976.0,Georgia,,187765.0
2638,Peja Stojakovic,206.0,99.0,,1977.0,Slavoska Pozega ,Croatia,49842.0
2639,Bruno Sundov,218.0,99.0,,1980.0,Split,Croatia,178750.0
2640,Robert Traylor,203.0,128.0,University of Michigan,1977.0,Detroit,Michigan,75126.0
2641,Bonzi Wells,196.0,95.0,Ball State University,1976.0,Muncie,Indiana,63652.0
2642,Tyson Wheeler,178.0,74.0,University of Rhode Island,1975.0,New Britain,Connecticut,58588.0
2643,Jahidi White,206.0,131.0,Georgetown University,1976.0,St. Louis,Missouri,124543.0
2644,Jason Williams,206.0,108.0,St. John's University,1968.0,Ritter,South Carolina,242771.0
2645,Shammond Williams,185.0,91.0,University of North Carolina,1975.0,Bronx,New York,171692.0
2646,Trevor Winter,213.0,124.0,University of Minnesota,1974.0,Slayton,Minnesota,235817.0
2647,Korleone Young,201.0,96.0,,1978.0,Wichita,Kansas,144580.0
2648,Rafer Alston,188.0,77.0,"California State University, Fresno",1976.0,New York,New York,119772.0
2649,Chucky Atkins,180.0,72.0,University of South Florida,1974.0,Orlando,Florida,162160.0
2650,William Avery,188.0,89.0,Duke University,1979.0,Augusta,Georgia,44472.0
2651,Jonathan Bender,211.0,91.0,,1981.0,Picayune,Mississippi,228668.0
2652,Calvin Booth,211.0,104.0,Pennsylvania State University,1976.0,Reynoldsburg,Ohio,206301.0
2653,Lazaro Borrell,203.0,99.0,,1972.0,Santa Clara,Cuba,91594.0
2654,Cal Bowdler,208.0,111.0,Old Dominion University,1977.0,Sharps,Virginia,121620.0
2655,Ryan Bowen,201.0,97.0,University of Iowa,1975.0,Fort Madison,Iowa,113961.0
2656,Ira Bowman,196.0,88.0,University of Pennsylvania,1973.0,Newark,New Jersey,136029.0
2657,A.J. Bramlett,196.0,88.0,,1973.0,,,62933.0
2658,Elton Brand,203.0,124.0,Duke University,1979.0,Cortlandt Manor,New York,243273.0
2659,Greg Buckner,193.0,95.0,Clemson University,1976.0,Hopkinsville,Kentucky,60970.0
2660,Rodney Buford,196.0,85.0,Creighton University,1977.0,Milwaukee,Wisconsin,128383.0
2661,Anthony Carter,185.0,86.0,University of Hawaii,1975.0,Milwaukee,Wisconsin,41090.0
2662,John Celestand,193.0,80.0,Villanova University,1977.0,Houston,Texas,234159.0
2663,Vonteego Cummings,190.0,83.0,University of Pittsburgh,1976.0,Thomson,Georgia,58723.0
2664,Baron Davis,190.0,94.0,"University of California, Los Angeles",1979.0,Los Angeles,California,211108.0
